"BehaviorSpace results (NetLogo 5.1.0)"
"Denny_mort_3.7.nlogo"
"Experiment_1"
"10/05/2015 07:12:09:589 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132"
"[steps]","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150"

"[all run data]","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees","sum [BA] of trees"
,"46.460737342790146","47.855608235617716","43.91504933037604","44.677525087540424","41.832846171983064","44.13708069147767","40.894107776538185","35.60161452761023","38.91468095048453","38.415392478816706","44.160001697799345","43.75294311999394","52.44175232255957","45.307976933766085","48.446429838214115","46.62517825857393","45.57551960312599","48.528741326147895","37.73648212909114","43.16031334193327","44.57867401917691","39.5032253975877","45.91238266210745","38.161215374977196","44.340775237767296","41.08363844243703","45.80590029308143","42.17957281288695","43.73000684320314","38.13620505195625","46.236788781049114","38.62131302396787","43.652802604106164","43.522849216110274","44.36998419214127","43.52515463208975","40.7583278882107","45.26413099704145","41.56801328792509","41.44964436123085","42.5739811902756","41.86148059394029","43.77877035588731","39.479929238295966","38.67888197716066","36.71656149739883","40.82230834841762","47.165457176280604","53.62274817266911","47.98114057564775","44.96303121279844","48.26197216555794","41.974374040031016","39.26727814107003","45.255410340859626","33.65908288938074","40.87422187712702","48.57516167637892","40.23008689355745","46.97103536242145","47.51117586941","44.96706881552154","44.956633659211406","41.783442682952156","43.92222900477194","43.35449122868166","43.96731782601097","49.48381147717343","38.883469727745194","44.16468776031784","47.439000498493925","47.565651935830935","53.102481705429625","42.931049039265375","40.90365191084972","45.28604866395997","39.9263430900716","41.44036917984179","42.67371839029696","41.23322823760579","45.93205672459025","43.9619669298876","50.17643095194925","44.35816760896197","43.11533777474491","42.893039516499776","45.11061295356799","41.747243235414786","42.288871937953104","37.84079375053282","40.79523313301015","50.6114275231525","45.8922019922222","46.93430587624951","44.94257335720338","44.39243200884422","37.75064275792806","38.44686330053968","55.00382755442901","40.892314418650656","38.198465240557375","45.40313035731468","45.205353692631135","40.788876991092096","39.40292775427365","50.96898473162746","46.713636819027926","46.01086374406227","42.771300777325735","42.827198253209005","41.17736661826676","37.47796632113254","50.43250006187675","50.1018522882538","41.607763823233284","47.225068031586645","36.99545787416521","45.19306047414058","55.05509904698557","42.746681959199265","41.62177950993902","41.536003932980215","37.3563376621795","37.261864190243955","44.68877664566025","48.733712349482154","43.59833550112741","36.88758788851194","37.10060205766582","47.210319220010625","39.730257713715105","42.33621513738478"
,"46.401064806817025","47.1922175211547","44.213026467186936","42.3333843864006","42.134696987681004","41.93629487209105","41.11628627966199","34.78862989616989","38.26566228242305","37.36983653515165","44.29119869177254","43.733541367974155","52.06010864681796","44.754445139316495","48.56534877362322","45.83061074713332","43.76377396420366","48.79417499825038","38.01165847566791","43.11083826237882","44.99538761723065","39.49642883187401","46.04830934998207","37.817950182897526","44.45105701287013","40.62338790459283","45.98564099291924","42.3552731389919","41.256147907565996","37.46810852948372","44.44568554216874","38.691958513012594","42.40660210060038","42.126584278026904","44.507582102238025","42.663618897465966","40.624076560142065","43.47975979879342","38.38711224252208","41.60012921322739","42.17655773642196","41.80374337735458","42.631426976865654","38.624439995431125","38.25035032126389","35.96950406219141","39.64227597613088","46.751740775675934","52.79396542752792","48.24948230494058","42.40957423381078","48.085908072207715","40.80541764083841","38.40567366402789","44.562032713539075","33.66600577445922","40.66743649396071","48.0853676140994","39.68130268900075","46.41367869881381","47.81370344184176","45.03657045006307","43.93846790320484","40.54703230520668","40.84724236294837","43.30857278229348","43.761336995968364","49.2630750545502","37.985233516495754","43.3893490987555","46.814347317917516","46.5600080730147","53.17750289175656","43.162381323373594","41.21664721215736","42.11207968598279","39.08111185945585","40.69400412622156","43.034822788256534","40.893956242144235","44.994585006296184","44.296158907665216","50.51988546237428","44.46046626875657","43.56663956906444","43.259332348251085","44.87728702085753","41.20772963623413","42.584634367201","35.84731491108384","39.31519363730992","48.94433320128486","45.88112623502714","46.8770804128663","43.98069160642834","42.977728117425315","37.212262806231514","38.77985046649686","53.44084927382448","41.206521259438645","37.51319781850944","43.846927590252854","45.06945699911021","40.36081610325844","39.692553054652166","48.716127068776444","46.986137914032184","46.27571101163097","43.299240487223024","41.95961735351454","41.58156683478","37.24461811194075","50.24740358595582","49.194691923271826","40.18439267238561","47.494593728516975","36.88669070531276","45.560448129824934","54.28256367638067","42.15936683058852","41.92947005370443","41.68868662593652","37.51829297217293","36.67824405716493","44.49202073060829","49.14157303804555","42.41028370713428","37.29131382304154","37.3740903054848","46.53547985941271","38.64894026045963","41.783274018954316"
,"43.88198669013252","45.53428024541605","43.22768943523346","42.3846382256633","41.53857165917233","38.78630535204593","42.03293391129421","35.217724569894045","39.223163187824746","38.37249568815087","44.8290324331376","44.375970945013215","50.129854708990905","44.51922835931985","46.626684696241085","45.370764471436885","44.36646075831726","48.66278902471355","39.089927412344224","41.302899345754064","44.33866624934381","39.39416973221341","43.79501272270657","35.48079091443967","45.17725895094461","41.51189401455703","45.60931563246248","42.568715889212534","38.10088066846001","37.02200087126657","43.142067757616516","38.63561588775777","39.25345934770886","41.44685254052636","44.33038643348427","41.15903505231165","39.81221969326629","40.82041416405136","37.45664801880754","40.5539346964982","41.624199817717816","41.85998384417616","41.39251841337229","38.77783182396472","38.33501880284709","36.3016880487775","39.27154477201599","45.62973694234608","50.3848496637771","47.65458165476194","42.91200581659779","45.7583701189625","41.349328292583486","38.62369654181052","44.293405310515574","34.88339713196614","41.62795199092151","47.40673117361628","38.21163977487459","45.979049539579066","46.822720389388635","42.39437661967672","43.27026596354396","40.61534649806235","41.221855789520106","43.70900716911951","44.91834591000113","47.64097756969769","38.45631482036949","43.41920036981383","46.396184059176136","43.65063556451842","53.21091146934408","41.91499808133078","40.8116508678171","39.04962015404904","39.98791903760733","41.48735645150933","43.87029456612689","41.00896225913544","44.99090405664456","43.66383730322515","46.84074454109541","44.12619807666575","44.14667833018435","44.074019703562236","44.71388612294788","41.66127188263576","43.526940211972445","32.530361295634286","36.90131131393628","47.01308010324177","44.87504469612832","41.97602419562206","41.97069171618523","37.89929908191307","37.86609956243956","39.634476998945274","51.30238509176454","41.99188100088152","34.974840734148266","44.60464308265158","45.26882654032088","41.22420055360321","40.91751596917597","48.30591050919158","46.29470462796816","45.509339829139314","43.33938179050588","41.27062479749796","41.960255656672395","37.80704603964305","47.112529634676285","45.63862128111091","39.91286179091674","45.139952168490126","36.15811539267263","45.77649911753432","52.71473516685334","42.78017790709539","42.69987730623699","41.84573478528125","36.20047868408443","37.27799524059909","45.18301910699639","48.61961511294738","42.899348659953496","37.98388971216082","38.10966763285598","45.66258806114132","38.79316559064628","40.56887313459406"
,"42.58006988749167","43.14650073743683","39.79008624341931","40.81199084960204","40.377843910867355","35.10686119159101","42.28275207097736","35.50110306236116","38.401520587854755","36.80529893887448","43.72984507404531","42.67248711516467","46.45416983613141","44.437735870889654","43.84061516476976","41.5091173194035","42.95387181965812","46.09352881311867","38.08541926505272","40.66504793863418","41.08745397312601","39.07166268209916","39.90623268973597","32.65569739017358","44.26143372177364","41.452518427015704","44.36036572585707","41.34601966083365","37.62329608720136","36.68973912739297","42.38609391960081","36.72645968836215","35.69187802161899","38.49433762770774","40.53307031464722","41.5816881793595","37.815973162468175","39.518286715075384","35.838812272472765","39.82165729647036","40.37822119076341","39.68123708091642","40.66941870144366","36.479878537505215","38.17350118838281","35.475841811866076","38.77531804996794","44.1302477707833","45.70238570181987","45.482828485598674","41.9081736467168","44.38054736421675","41.81711515318365","36.13115601827361","43.23514064053355","34.94943302408981","42.06208225056128","45.09395044872389","36.24682911395949","40.71120999279021","42.809539709751704","40.576104158926505","39.27570922977349","40.73753640009481","39.74810954149406","41.64785957078376","44.11611177625155","46.626744153541594","38.09629219538832","42.30495856899679","43.54554167650169","42.82625427567302","52.05990321710189","41.19375086317866","38.61612664885335","37.27177812855059","40.10196603117329","41.210850514127685","43.510147954976915","39.883782770447404","41.7435226560631","43.30939916399143","42.11162900493589","42.825000503927455","44.15159203569033","42.95567419782553","41.71845922242428","42.05889151198702","43.19504776265984","30.825263235446734","35.849903447207986","44.2060526985124","44.4441601584545","39.37801267428374","39.60106974200239","36.77952802564798","37.77818869646111","38.92388688269578","44.278193397598756","42.285226049064","34.410908868067274","44.62699927387543","44.03434587922869","40.105738105812605","38.0011647888913","46.882801218748284","44.42110721919743","43.29202383769832","43.382941168003484","38.57274015244263","41.280195873074604","37.821378450146824","44.597073741653105","42.92592626816967","38.91377035182793","41.902412430280314","35.62813414168447","43.3656622781225","48.75834560899723","41.94513777502298","41.33806031374141","41.62073940574143","36.35844912589791","36.871533705242705","43.99222903293767","46.91500363572639","42.793755383071634","38.284196450769755","36.953284253128345","42.282951122900684","38.540629311041855","38.83446177272443"
,"41.745719987779914","40.04262671662419","38.82415820238804","39.164557530642966","39.11847578605582","34.67995837347899","39.87514685472077","34.548426563507945","38.27620794158036","36.50716254254916","41.85654228235536","40.802757991032145","43.60743008888905","44.656241394214575","40.41181082069726","39.865428976026834","42.50657455970491","42.54437121257121","38.48571640379979","39.62417780864217","38.96929956686365","38.05502672192637","37.49383486754091","31.240025192421758","44.223287968993915","41.43900369560785","43.650467914855525","39.661297532250664","35.35670504408598","36.740917450075294","42.612425040304984","35.97059049473818","33.86453914925967","37.920646364370896","40.118774126377","39.699646647044176","35.620842554063515","38.627653665230646","35.40799852503525","38.6433993702788","37.655162532076965","38.867073166499495","39.96576268167893","31.23561927183642","38.153028682291996","34.20589365312117","38.98216757465565","43.196626676201966","43.73238083917465","44.07798248135505","41.4807051162556","41.19943933997132","41.632345880140605","36.44141044004341","41.75721555506727","33.514094354311474","40.43718624159949","41.65467329125955","34.43255447775198","39.045453256376575","41.89310731635842","40.314801911367","38.206738494740094","39.14629102046764","38.862639677365294","40.20464119367763","42.836328394376395","46.521156466985936","37.73414701941582","40.95841832365205","38.45620146047329","40.77202376806672","47.078252773973375","38.920314240063966","37.569781289442446","36.71347358500875","39.229280229854886","41.563672196570586","41.34706637996973","37.29711391262348","40.19441649462406","42.363966463391534","40.555598259140616","40.20502947996969","42.1497492662177","43.13950239138409","38.03652149923438","42.208954322803734","41.44900025019812","31.191496352617488","33.82746149468682","41.94337685629909","41.41832497135856","39.45796663166439","38.30610426115963","35.19989303798387","36.90291257895811","37.604779961844145","40.40770935340353","41.03513842691203","34.583034342277934","43.92710445624167","43.86603091225768","39.65639662667325","37.801416486302486","45.71272388595994","43.17166386510893","40.88948992810845","43.0776221664509","37.699200641339694","39.98414901514603","37.829626318880614","41.5848057277014","41.20730144359527","37.70013002181572","40.69035726081968","34.69174393083304","41.61039791411459","45.776341934613484","40.05340376085545","39.65715141426612","41.895660612835755","36.45824780660448","35.44812760523475","44.07556623050025","44.091874330924526","42.08888339429554","38.51507662253401","36.96181094586305","40.20324591275481","34.49433642244236","38.4382957030245"
,"39.90723785953382","39.52388977646359","37.90396712913405","38.35285681156048","38.69068391803903","33.43174323276892","39.51728299170574","34.908093203461604","37.7242724185049","36.027536333167674","37.70386848437504","41.32884201986852","42.30069436984759","43.79242547597317","38.98949591179136","38.24812435569376","42.43749647456227","39.06496172352833","38.12318137613504","39.07816738309516","38.368433217497135","36.7523970708807","36.175905009278935","31.502900350470128","42.68202539304561","41.29713566036047","42.23237982503017","38.50191092990208","35.57913826010898","35.32092306331976","41.607862257443145","35.60335204386077","33.41947254365381","37.87597766188124","37.85756220772367","39.783457397390045","34.22007312488861","36.714632512754605","34.39269447493198","38.44837606356725","36.27672199237517","38.54775428513029","37.18001915042177","30.590880115322538","37.23010621265603","33.95863631892716","37.20734374491274","42.43624646754376","43.8385140052514","41.766152577361645","41.3768541961872","39.58734141746966","40.66292065319626","34.775905721204545","39.597203687011685","33.933597949291375","39.7361602260619","39.6811216115906","34.693336267174935","37.99408620605298","39.20764871102048","40.097053872671545","36.433686030930964","38.59672352564761","39.00153558351666","39.71121287335536","42.33749053082023","42.99544753696268","36.53858334370658","38.52257866498531","36.04883876100566","41.11616568841833","43.099257128474015","33.84376330603689","36.9218824512052","35.05623773504893","37.08567662161727","41.41317089622821","40.41874685856996","36.900968200906526","39.95433681104121","41.34860533142293","40.32541259235518","39.917395413684666","40.09871674144598","42.10288794991757","35.77553811656239","41.204032861022206","41.514650615020095","31.436079518650757","33.96776925558226","41.13807571572349","41.56864230418076","38.96671572765642","37.94441203549135","35.25559827896514","36.603509232545804","35.61477213411608","39.30317791836202","40.392346378374334","33.19708195339836","42.08981903924665","43.5056138233094","39.93714981164871","36.590516065874354","43.575938641436856","42.351203660203545","40.130558125547466","42.212472443542744","37.81920392833654","39.08691496900322","37.814577519151605","41.70898730097082","40.55913321928818","35.693842451344466","39.791806451528686","34.51737975700422","39.07092979312162","45.57528742706063","39.97987828081462","38.627964606174324","41.669504097905296","36.505843443773074","33.500865236610025","43.78024072739222","41.26823347560454","42.274880602795726","37.84352246235586","35.73365463412726","38.18363541418976","34.94342149479041","37.84757567355215"
,"39.71182887277496","37.847190002781645","38.41276232101555","37.53574043992946","38.372212890391005","32.375482935707964","39.19767238087004","35.34033391627385","36.73051649267138","36.03292376308624","36.01110915122841","40.54925384918833","40.97127195897553","42.77169052086705","37.929110606041164","35.928669515521314","40.81893722391721","37.51016007453804","37.83899390899894","38.913290516767766","38.06121451393034","37.06016915518245","35.48478125761369","31.750808942460967","42.91792162273973","41.04344828775245","41.107158114902624","37.93073192212461","35.76764755499352","35.27653747715573","41.122342558503334","35.513478052834415","32.988940509086895","37.884162719627916","37.84270720514213","37.31475910207186","32.26314507981696","35.261459170592495","34.570221631546616","38.72810262526318","35.31015308033376","38.67519230191279","35.93982171810646","29.292343862286486","37.41735536855416","34.14861047842706","37.14506786791255","41.43500530111268","44.12936867060566","41.852256205591075","40.35065329991733","38.96272086637857","39.35791878267438","32.90572407453874","38.777523153556594","34.36639992561843","37.494707340311685","39.42025358618771","33.94669773016286","37.856534051302724","38.12659011795833","40.257669393924964","35.74981407025529","38.19067807321835","38.23217929299309","39.12992893237436","41.16405550856248","41.935174011087675","36.06890098454983","38.165480874429086","35.22866903766252","38.8369921807001","42.7745089186949","33.804189777461","37.264616941048054","35.08710114456576","36.912309519864756","40.38501453527373","40.32122441112596","36.91059432779016","39.48701577986085","40.66579516651978","40.52814089217503","40.01022246369545","40.03647825328706","42.36741651620084","34.948241794964474","40.452040343257565","40.894618165460294","31.187324624668744","34.22601757305033","41.00902300362776","40.87411477330258","38.54443299402655","38.089977038410495","34.36434412776072","37.02526863109814","33.352963233445664","38.623117606071446","40.057656675306134","33.608424655151","39.64178977645587","42.51976834973063","39.915379623044906","35.58240689722205","40.1397632031458","41.14735290717612","37.94727596372393","41.99992390817009","38.09101023343571","37.65120606027451","36.73203836556901","41.70349309131985","40.66306805983362","34.56068339311247","34.920560939899225","35.004656792922525","38.36487162848453","43.52815877616378","39.95747427077289","38.09212217733981","41.63715154529302","36.97977571628884","31.679382717734022","43.236175099219004","41.29715883240012","42.63484341568906","38.288204909279486","34.3517208601372","37.98585505987004","35.35663582498052","37.80626313297308"
,"37.96804434099226","37.89622262488805","38.73370450341203","37.46669186887217","37.636008646115386","31.791124969923146","38.39138368186422","35.50165027714978","36.4191379857298","35.496797070122355","35.472361632056234","40.181855430784644","39.88286875404392","42.119734195785284","36.43683935143496","35.571322920652975","38.612426070518225","36.87826936721276","37.8411856114707","38.9733176628909","36.371867097281246","37.20426636097071","34.529898507819205","29.316598518293638","42.77624823592476","40.699002939644565","40.463861171361295","37.73706051375725","36.08450778554105","34.57079306969803","39.414009237412564","36.14493327470028","31.069940523450715","37.80809178590341","37.3465652474747","37.452063792015046","32.46483111187897","34.121051280882156","34.5258771087584","38.15631801456943","34.90540891079224","38.62677704793378","36.42885944430176","28.82284899799221","36.36463266235501","33.261308491720214","37.603668798524645","40.601437361470374","44.49878313149818","41.91703664761464","40.77053482252184","38.96904301210612","38.76361705288472","33.12201652125144","38.00691706992199","32.888151753981845","37.426917703012464","39.18482656691924","33.85621852498599","37.928411992752324","37.846122077402974","38.31994153751489","35.52918043614513","36.658412846565874","37.954040797619875","39.18123264981703","40.87758329835456","41.080681046590854","36.11101983633614","37.568982225860324","34.56570860351477","38.93499738536362","39.994794352606576","34.04655896880495","35.73568922128886","35.425062153075466","36.65823684185943","40.10771395216086","40.489443215138024","37.33860491267093","39.096129490445925","40.406553036554946","39.82355781987306","40.138226989783604","40.301064833675106","41.67607342245815","35.26309979704976","40.93576048038113","39.355015272971094","29.774333495234657","32.780498606830584","39.521809061293105","40.978734722377574","38.21075926535148","36.86689869698713","34.42479534724537","37.16262476410785","30.99286454848066","38.634819748723636","40.66920790981395","33.792451266365056","38.95121945416849","42.75416245031874","39.528857809472456","35.18140505914502","40.60192841415855","40.143424577361664","37.25660595795287","42.152510412280684","37.860671761738544","37.43346327968471","37.00906079138022","39.91770713669138","40.65546857669472","33.776795053620596","35.345467533709375","35.10847203643215","37.255846841603265","43.63895933691984","38.586937109873084","37.5340409042015","40.46215475223363","37.514958555927876","30.20271667724887","43.37771426494712","40.44497689313509","42.511036846092715","38.44873478632479","34.713417567745864","37.480116464637845","35.05930692145917","37.05742119251918"
,"36.35569658903637","38.224672097810455","39.41592725151169","37.813725648610195","37.382487539109476","31.70354150407518","37.638400910730844","35.03518444742247","37.00879896425398","34.432485224001624","34.53516444647938","38.077434856638426","39.83188476289888","42.27552415868402","36.36253681942822","35.94131167877343","38.06480437469156","37.093767889202454","37.266163351428496","39.33870113408858","36.72966131396822","37.062420833615555","34.82816824652075","29.295147397152448","42.60674630926767","40.64286846369268","38.05165984983292","36.91814108099785","34.8259520716034","34.600026040293535","39.67392729228451","36.30976383028307","31.333874827632485","35.72860349701076","37.22314215910163","37.098645706921566","31.8219385617391","34.27865100514199","34.3744454578256","37.268121266398374","34.105035053283345","37.894231966417735","36.17540904215519","27.90397454587225","35.702080886916455","33.249314849312384","36.85407273563703","40.81768157468158","41.79874041264536","41.036862360032295","40.06957379589839","37.86280807126082","38.48043051914015","32.18249060984976","37.51021041140949","32.01653830927161","37.399398829065554","36.651991615379856","34.21168537837056","35.50609937498218","38.14518284696978","38.387139731723956","35.886807671719666","36.36866697252088","37.72034841625254","37.4433168667233","41.0874479104036","40.25896250704866","36.83565817049715","37.65363949022806","33.89221458785055","38.35595897367023","40.30709936503561","34.081300808051054","35.18392465519861","34.01085010306554","35.711705128492646","39.985058144179106","40.55619090639698","37.36597132223528","39.20067065139607","39.55455849226333","39.909035415513934","39.69127259439009","38.922071408300404","40.90431885766517","34.548537645904865","40.70609941835775","38.461643319891444","30.125460076184737","32.35950776400799","38.377982141910365","41.382038805433524","37.1184920593195","36.81127187648315","34.52357091495669","37.699557982511784","31.351821583089315","37.801856939453366","41.002211822646245","32.75708118140276","39.166524613340684","43.15077817348386","40.102612669032695","35.5356392544916","40.42353613744169","38.80884982718687","37.70261851051135","41.9416002118498","37.06335083504191","36.22319773512049","37.10590190443043","39.739250917053596","40.96602686032469","34.19465376430537","35.39304263922518","34.2599999266075","36.44006295701611","43.332389472169645","37.31226396293463","37.57063547217254","40.367955968236444","37.77886677833532","30.59728978884296","41.95598114874249","40.27017926137902","42.61675204720589","37.200882550975045","35.16394973125015","37.84377613891643","34.331414065080864","36.5736387123336"
